file,sn_name,band,ra,dec,total_epochs,t_mean_first,t_mean_last,disc_date,epochs_pre_disc,epochs_post_disc,t_delta_first,t_delta_last,t_delta_next
SN1994M-FUV.fits.gz,SN1994M,FUV,187.785875,0.6054444444444445,1,2004-04-09,2004-04-09,1994-04-29,0,1,3634.0,3634.0,3634.0
SN1994M-NUV.fits.gz,SN1994M,NUV,187.785875,0.6054444444444445,1,2004-04-09,2004-04-09,1994-04-29,0,1,3634.0,3634.0,3634.0
SN1994O-FUV.fits.gz,SN1994O,FUV,205.29575,30.37872222222222,3,2005-03-09,2007-05-23,1994-05-06,0,3,3961.0,4766.0,3961.0
SN1994O-NUV.fits.gz,SN1994O,NUV,205.29575,30.37872222222222,3,2005-03-09,2007-05-23,1994-05-06,0,3,3961.0,4766.0,3961.0
SN1994Q-FUV.fits.gz,SN1994Q,FUV,252.4630416666667,40.43216666666667,3,2007-05-27,2008-06-13,1994-06-02,0,3,4742.0,5125.0,4742.0
SN1994Q-NUV.fits.gz,SN1994Q,NUV,252.4630416666667,40.43216666666667,4,2007-05-27,2009-06-01,1994-06-02,0,4,4742.0,5478.0,4742.0
SN1994T-FUV.fits.gz,SN1994T,FUV,200.3780416666667,-2.149027777777778,1,2007-04-24,2007-04-24,1994-06-11,0,1,4701.0,4701.0,4701.0
SN1994T-NUV.fits.gz,SN1994T,NUV,200.3780416666667,-2.149027777777778,1,2007-04-24,2007-04-24,1994-06-11,0,1,4701.0,4701.0,4701.0
SN1994U-FUV.fits.gz,SN1994U,FUV,196.233875,-7.947694444444445,5,2007-04-19,2008-03-14,1994-06-27,0,5,4680.0,5009.0,4680.0
SN1994U-NUV.fits.gz,SN1994U,NUV,196.233875,-7.947694444444445,12,2005-04-28,2008-03-14,1994-06-27,0,12,3959.0,5009.0,3959.0
SN1994X-FUV.fits.gz,SN1994X,FUV,3.835916666666667,-24.89736111111111,6,2003-10-11,2005-12-03,1994-08-15,0,6,3345.0,4129.0,3345.0
SN1994X-NUV.fits.gz,SN1994X,NUV,3.835916666666667,-24.89736111111111,6,2003-10-11,2005-12-03,1994-08-15,0,6,3345.0,4129.0,3345.0
SN1995ac-FUV.fits.gz,SN1995ac,FUV,341.39225,-8.751305555555556,2,2006-09-12,2006-10-07,1995-09-22,0,2,4009.0,4034.0,4009.0
SN1995ac-NUV.fits.gz,SN1995ac,NUV,341.39225,-8.751305555555556,4,2006-09-12,2009-10-25,1995-09-22,0,4,4009.0,5147.0,4009.0
SN1995ae-FUV.fits.gz,SN1995ae,FUV,349.231875,-2.076777777777778,4,2006-10-02,2008-08-26,1995-09-22,0,4,4029.0,4722.0,4029.0
SN1995ae-NUV.fits.gz,SN1995ae,NUV,349.231875,-2.076777777777778,4,2006-10-02,2008-08-26,1995-09-22,0,4,4029.0,4722.0,4029.0
SN1995aj-NUV.fits.gz,SN1995aj,NUV,37.15266666666667,41.93386111111111,1,2006-12-14,2006-12-14,1995-09-29,0,1,4095.0,4095.0,4095.0
SN1995al-FUV.fits.gz,SN1995al,FUV,147.7332083333333,33.5526111111111,2,2006-02-28,2007-04-03,1995-11-01,0,2,3773.0,4171.0,3773.0
SN1995al-NUV.fits.gz,SN1995al,NUV,147.7332083333333,33.5526111111111,2,2006-02-28,2007-04-03,1995-11-01,0,2,3773.0,4171.0,3773.0
SN1995am-NUV.fits.gz,SN1995am,NUV,11.959,29.95975,1,2003-08-23,2003-08-23,1995-10-22,0,1,2863.0,2863.0,2863.0
SN1995ao-FUV.fits.gz,SN1995ao,FUV,44.37791666666666,-1.688833333333333,5,2003-11-27,2008-12-18,1995-11-18,0,5,2931.0,4780.0,2931.0
SN1995ao-NUV.fits.gz,SN1995ao,NUV,44.37791666666666,-1.688833333333333,5,2003-11-27,2008-12-18,1995-11-18,0,5,2931.0,4780.0,2931.0
SN1995ap-FUV.fits.gz,SN1995ap,FUV,48.11720833333333,0.695388888888889,5,2007-10-20,2008-12-22,1995-11-18,0,5,4354.0,4784.0,4354.0
SN1995ap-NUV.fits.gz,SN1995ap,NUV,48.11720833333333,0.695388888888889,6,2007-10-20,2009-12-02,1995-11-18,0,6,4354.0,5128.0,4354.0
SN1995C-FUV.fits.gz,SN1995C,FUV,181.0105,-31.60063888888889,1,2007-04-07,2007-04-07,1995-02-08,0,1,4441.0,4441.0,4441.0
SN1995C-NUV.fits.gz,SN1995C,NUV,181.0105,-31.60063888888889,3,2007-04-07,2012-02-01,1995-02-08,0,3,4441.0,6203.0,4441.0
SN1995D-FUV.fits.gz,SN1995D,FUV,145.2281375,5.1406,4,2006-02-25,2008-01-14,1995-02-10,0,4,4033.0,4721.0,4033.0
SN1995D-NUV.fits.gz,SN1995D,NUV,145.2281375,5.1406,5,2005-03-12,2008-01-14,1995-02-10,0,5,3684.0,4721.0,3684.0
SN1995E-FUV.fits.gz,SN1995E,FUV,117.9864583333333,73.00961111111111,3,2004-01-16,2005-11-16,1995-02-20,0,3,3253.0,3923.0,3253.0
SN1995E-NUV.fits.gz,SN1995E,NUV,117.9864583333333,73.00961111111111,3,2004-01-16,2005-11-16,1995-02-20,0,3,3253.0,3923.0,3253.0
SN1995K-FUV.fits.gz,SN1995K,FUV,162.695625,-9.251833333333334,1,2007-02-01,2007-02-01,1995-03-30,0,1,4327.0,4327.0,4327.0
SN1995K-NUV.fits.gz,SN1995K,NUV,162.695625,-9.251833333333334,2,2006-04-01,2007-02-01,1995-03-30,0,2,4021.0,4327.0,4021.0
SN1995L-FUV.fits.gz,SN1995L,FUV,201.8264166666667,32.03130555555556,1,2004-04-16,2004-04-16,1995-03-26,0,1,3310.0,3310.0,3310.0
SN1995L-NUV.fits.gz,SN1995L,NUV,201.8264166666667,32.03130555555556,1,2004-04-16,2004-04-16,1995-03-26,0,1,3310.0,3310.0,3310.0
SN1995M-FUV.fits.gz,SN1995M,FUV,144.6740833333333,-12.33552777777778,1,2006-03-02,2006-03-02,1995-04-22,0,1,3968.0,3968.0,3968.0
SN1995M-NUV.fits.gz,SN1995M,NUV,144.6740833333333,-12.33552777777778,1,2006-03-02,2006-03-02,1995-04-22,0,1,3968.0,3968.0,3968.0
SN1995O-FUV.fits.gz,SN1995O,FUV,248.9838375,66.19554444444445,8,2004-06-24,2008-07-05,1995-05-03,0,8,3341.0,4812.0,3341.0
SN1995O-NUV.fits.gz,SN1995O,NUV,248.9838375,66.19554444444445,14,2004-06-24,2009-07-02,1995-05-03,0,14,3341.0,5174.0,3341.0
SN1995P-FUV.fits.gz,SN1995P,FUV,211.8097083333333,-2.72575,5,2004-05-14,2009-05-20,1995-05-06,0,5,3297.0,5129.0,3297.0
SN1995P-NUV.fits.gz,SN1995P,NUV,211.8097083333333,-2.72575,5,2004-05-14,2009-05-20,1995-05-06,0,5,3297.0,5129.0,3297.0
SN1995R-FUV.fits.gz,SN1995R,FUV,208.385875,-1.191555555555555,1,2004-04-16,2004-04-16,1995-06-29,0,1,3215.0,3215.0,3215.0
SN1995R-NUV.fits.gz,SN1995R,NUV,208.385875,-1.191555555555555,3,2004-04-16,2010-05-09,1995-06-29,0,3,3215.0,5428.0,3215.0
SN1995T-FUV.fits.gz,SN1995T,FUV,336.8017083333334,-9.495666666666667,1,2006-09-29,2006-09-29,1995-07-25,0,1,4084.0,4084.0,4084.0
SN1995T-NUV.fits.gz,SN1995T,NUV,336.8017083333334,-9.495666666666667,5,2006-09-29,2011-08-20,1995-07-25,0,5,4084.0,5870.0,4084.0
SN1995Y-FUV.fits.gz,SN1995Y,FUV,17.74804166666667,33.14505555555556,2,2003-08-29,2006-11-09,1995-08-28,0,2,2923.0,4092.0,2923.0
SN1995Y-NUV.fits.gz,SN1995Y,NUV,17.74804166666667,33.14505555555556,2,2003-08-29,2006-11-09,1995-08-28,0,2,2923.0,4092.0,2923.0
SN1996aa-FUV.fits.gz,SN1996aa,FUV,214.605875,36.49408333333334,4,2007-04-29,2007-07-09,1996-05-16,0,4,4001.0,4072.0,4001.0
SN1996aa-NUV.fits.gz,SN1996aa,NUV,214.605875,36.49408333333334,4,2007-04-29,2007-07-09,1996-05-16,0,4,4001.0,4072.0,4001.0
SN1996ab-FUV.fits.gz,SN1996ab,FUV,230.2847916666667,27.92688888888889,4,2007-04-09,2007-07-12,1996-05-12,0,4,3985.0,4078.0,3985.0
SN1996ab-NUV.fits.gz,SN1996ab,NUV,230.2847916666667,27.92688888888889,5,2005-06-17,2007-07-12,1996-05-12,0,5,3323.0,4078.0,3323.0
SN1996ac-FUV.fits.gz,SN1996ac,FUV,186.0468333333333,1.404083333333333,3,2004-03-31,2009-04-27,1996-05-09,0,3,2884.0,4737.0,2884.0
SN1996ac-NUV.fits.gz,SN1996ac,NUV,186.0468333333333,1.404083333333333,4,2004-03-31,2009-04-27,1996-05-09,0,4,2884.0,4737.0,2884.0
SN1996ag-FUV.fits.gz,SN1996ag,FUV,326.7102916666666,-43.69733333333333,2,2007-08-07,2007-09-18,1996-06-12,0,2,4074.0,4116.0,4074.0
SN1996ag-NUV.fits.gz,SN1996ag,NUV,326.7102916666666,-43.69733333333333,3,2005-09-06,2007-09-18,1996-06-12,0,3,3373.0,4116.0,3373.0
SN1996ah-FUV.fits.gz,SN1996ah,FUV,215.1625833333333,80.12249999999999,2,2003-12-01,2005-11-13,1996-06-06,0,2,2735.0,3448.0,2735.0
SN1996ah-NUV.fits.gz,SN1996ah,NUV,215.1625833333333,80.12249999999999,2,2003-12-01,2005-11-13,1996-06-06,0,2,2735.0,3448.0,2735.0
SN1996aj-FUV.fits.gz,SN1996aj,FUV,202.2784166666667,-29.23388888888889,1,2007-04-17,2007-04-17,1996-06-15,0,1,3959.0,3959.0,3959.0
SN1996aj-NUV.fits.gz,SN1996aj,NUV,202.2784166666667,-29.23388888888889,1,2007-04-17,2007-04-17,1996-06-15,0,1,3959.0,3959.0,3959.0
SN1996am-FUV.fits.gz,SN1996am,FUV,326.5311666666666,-44.00352777777778,2,2007-08-07,2007-09-18,1996-07-12,0,2,4044.0,4086.0,4044.0
SN1996am-NUV.fits.gz,SN1996am,NUV,326.5311666666666,-44.00352777777778,3,2005-09-06,2007-09-18,1996-07-12,0,3,3343.0,4086.0,3343.0
SN1996ao-FUV.fits.gz,SN1996ao,FUV,52.015,-52.89822222222222,6,2006-10-10,2007-12-31,1996-08-02,0,6,3722.0,4169.0,3722.0
SN1996ao-NUV.fits.gz,SN1996ao,NUV,52.015,-52.89822222222222,8,2005-10-28,2007-12-31,1996-08-02,0,8,3375.0,4169.0,3375.0
SN1996ar-FUV.fits.gz,SN1996ar,FUV,22.96833333333333,-2.2175,1,2003-11-11,2003-11-11,1996-08-20,0,1,2640.0,2640.0,2640.0
SN1996ar-NUV.fits.gz,SN1996ar,NUV,22.96833333333333,-2.2175,1,2003-11-11,2003-11-11,1996-08-20,0,1,2640.0,2640.0,2640.0
SN1996au-FUV.fits.gz,SN1996au,FUV,48.199125,0.7533055555555556,5,2007-10-20,2008-12-22,1996-09-15,0,5,4052.0,4482.0,4052.0
SN1996au-NUV.fits.gz,SN1996au,NUV,48.199125,0.7533055555555556,6,2007-10-20,2009-12-02,1996-09-15,0,6,4052.0,4826.0,4052.0
SN1996av-FUV.fits.gz,SN1996av,FUV,28.47591666666667,0.2585,5,2004-10-04,2008-10-20,1996-09-15,0,5,2942.0,4419.0,2942.0
SN1996av-NUV.fits.gz,SN1996av,NUV,28.47591666666667,0.2585,15,2004-10-04,2010-12-09,1996-09-15,0,15,2942.0,5198.0,2942.0
SN1996aw-FUV.fits.gz,SN1996aw,FUV,328.44625,0.04647222222222222,6,2006-08-22,2008-09-04,1996-10-08,0,6,3606.0,4349.0,3606.0
SN1996aw-NUV.fits.gz,SN1996aw,NUV,328.44625,0.04647222222222222,6,2006-08-22,2008-09-04,1996-10-08,0,6,3606.0,4349.0,3606.0
SN1996ay-FUV.fits.gz,SN1996ay,FUV,2.489208333333333,0.8938611111111111,17,2006-09-15,2008-10-04,1996-10-08,0,17,3629.0,4379.0,3629.0
SN1996ay-NUV.fits.gz,SN1996ay,NUV,2.489208333333333,0.8938611111111111,17,2006-09-15,2008-10-04,1996-10-08,0,17,3629.0,4379.0,3629.0
SN1996ba-FUV.fits.gz,SN1996ba,FUV,17.166125,-0.9441388888888889,3,2003-10-06,2007-11-10,1996-10-08,0,3,2555.0,4050.0,2555.0
SN1996ba-NUV.fits.gz,SN1996ba,NUV,17.166125,-0.9441388888888889,3,2003-10-06,2007-11-10,1996-10-08,0,3,2555.0,4050.0,2555.0
SN1996bb-NUV.fits.gz,SN1996bb,NUV,44.27525,-2.704833333333334,1,2011-10-22,2011-10-22,1996-10-08,0,1,5493.0,5493.0,5493.0
SN1996bc-FUV.fits.gz,SN1996bc,FUV,48.02741666666667,0.6380833333333333,5,2007-10-20,2008-12-22,1996-10-08,0,5,4029.0,4459.0,4029.0
SN1996bc-NUV.fits.gz,SN1996bc,NUV,48.02741666666667,0.6380833333333333,6,2007-10-20,2009-12-02,1996-10-08,0,6,4029.0,4803.0,4029.0
SN1996bd-FUV.fits.gz,SN1996bd,FUV,359.8624166666667,-0.9379444444444445,10,2003-10-20,2007-11-10,1996-10-09,0,10,2568.0,4050.0,2568.0
SN1996bd-NUV.fits.gz,SN1996bd,NUV,359.8624166666667,-0.9379444444444445,10,2003-10-20,2007-11-10,1996-10-09,0,10,2568.0,4050.0,2568.0
SN1996bf-FUV.fits.gz,SN1996bf,FUV,33.064125,1.463583333333333,4,2007-10-23,2008-10-23,1996-10-09,0,4,4031.0,4397.0,4031.0
SN1996bf-NUV.fits.gz,SN1996bf,NUV,33.064125,1.463583333333333,4,2007-10-23,2008-10-23,1996-10-09,0,4,4031.0,4397.0,4031.0
SN1996bh-FUV.fits.gz,SN1996bh,FUV,17.881375,-0.9605833333333333,7,2003-10-06,2008-10-04,1996-10-09,0,7,2554.0,4379.0,2554.0
SN1996bh-NUV.fits.gz,SN1996bh,NUV,17.881375,-0.9605833333333333,7,2003-10-06,2008-10-04,1996-10-09,0,7,2554.0,4379.0,2554.0
SN1996bi-FUV.fits.gz,SN1996bi,FUV,28.14933333333333,0.04536111111111111,8,2004-10-03,2008-10-20,1996-10-09,0,8,2916.0,4394.0,2916.0
SN1996bi-NUV.fits.gz,SN1996bi,NUV,28.14933333333333,0.04536111111111111,16,2004-10-03,2010-12-06,1996-10-09,0,16,2916.0,5172.0,2916.0
SN1996bj-FUV.fits.gz,SN1996bj,FUV,32.956375,1.414166666666667,8,2007-10-23,2008-10-23,1996-10-09,0,8,4031.0,4398.0,4031.0
SN1996bj-NUV.fits.gz,SN1996bj,NUV,32.956375,1.414166666666667,8,2007-10-23,2008-10-23,1996-10-09,0,8,4031.0,4398.0,4031.0
SN1996bk-FUV.fits.gz,SN1996bk,FUV,206.7415833333333,60.97025,2,2006-02-25,2007-02-20,1996-10-12,0,2,3424.0,3784.0,3424.0
SN1996bk-NUV.fits.gz,SN1996bk,NUV,206.7415833333333,60.97025,2,2006-02-25,2007-02-20,1996-10-12,0,2,3424.0,3784.0,3424.0
SN1996bl-FUV.fits.gz,SN1996bl,FUV,9.074875,11.39458333333333,2,2006-10-25,2007-11-02,1996-10-11,0,2,3667.0,4040.0,3667.0
SN1996bl-NUV.fits.gz,SN1996bl,NUV,9.074875,11.39458333333333,2,2006-10-25,2007-11-02,1996-10-11,0,2,3667.0,4040.0,3667.0
SN1996bn-FUV.fits.gz,SN1996bn,FUV,93.96958333333333,64.43,7,2006-12-21,2008-12-06,1996-10-17,0,7,3717.0,4434.0,3717.0
SN1996bn-NUV.fits.gz,SN1996bn,NUV,93.96958333333333,64.43,8,2006-12-21,2009-11-30,1996-10-17,0,8,3717.0,4792.0,3717.0
SN1996bo-FUV.fits.gz,SN1996bo,FUV,27.09525,11.52086111111111,2,2007-10-15,2007-11-08,1996-10-18,0,2,4015.0,4038.0,4015.0
SN1996bo-NUV.fits.gz,SN1996bo,NUV,27.09525,11.52086111111111,2,2007-10-15,2007-11-08,1996-10-18,0,2,4015.0,4038.0,4015.0
SN1996bv-FUV.fits.gz,SN1996bv,FUV,94.05433333333333,57.05277777777778,2,2005-12-31,2007-01-07,1996-11-20,0,2,3329.0,3700.0,3329.0
SN1996bv-NUV.fits.gz,SN1996bv,NUV,94.05433333333333,57.05277777777778,2,2005-12-31,2007-01-07,1996-11-20,0,2,3329.0,3700.0,3329.0
SN1996bx-FUV.fits.gz,SN1996bx,FUV,59.81841666666666,-53.37377777777778,2,2006-10-12,2006-12-03,1996-11-18,0,2,3616.0,3668.0,3616.0
SN1996bx-NUV.fits.gz,SN1996bx,NUV,59.81841666666666,-53.37377777777778,2,2006-10-12,2006-12-03,1996-11-18,0,2,3616.0,3668.0,3616.0
SN1996by-NUV.fits.gz,SN1996by,NUV,89.60291666666667,68.45294444444444,3,2004-01-13,2007-02-12,1996-12-14,0,3,2587.0,3712.0,2587.0
SN1996ca-NUV.fits.gz,SN1996ca,NUV,337.7469166666667,-13.99747222222222,1,2011-10-11,2011-10-11,1996-12-15,0,1,5414.0,5414.0,5414.0
SN1996cf-FUV.fits.gz,SN1996cf,FUV,162.2123333333333,0.05844444444444444,4,2004-03-28,2009-02-28,1996-03-17,0,4,2934.0,4732.0,2934.0
SN1996cf-NUV.fits.gz,SN1996cf,NUV,162.2123333333333,0.05844444444444444,9,2004-03-28,2009-02-28,1996-03-17,0,9,2934.0,4732.0,2934.0
SN1996cg-FUV.fits.gz,SN1996cg,FUV,126.0555416666667,3.41625,3,2006-02-07,2008-01-21,1996-03-17,0,3,3614.0,4328.0,3614.0
SN1996cg-NUV.fits.gz,SN1996cg,NUV,126.0555416666667,3.41625,3,2006-02-07,2008-01-21,1996-03-17,0,3,3614.0,4328.0,3614.0
SN1996ch-FUV.fits.gz,SN1996ch,FUV,179.9072083333333,-9.9095,1,2007-03-26,2007-03-26,1996-03-17,0,1,4027.0,4027.0,4027.0
SN1996ch-NUV.fits.gz,SN1996ch,NUV,179.9072083333333,-9.9095,1,2007-03-26,2007-03-26,1996-03-17,0,1,4027.0,4027.0,4027.0
SN1996ci-FUV.fits.gz,SN1996ci,FUV,206.484,2.44825,1,2004-04-16,2004-04-16,1996-03-17,0,1,2953.0,2953.0,2953.0
SN1996ci-NUV.fits.gz,SN1996ci,NUV,206.484,2.44825,3,2004-04-16,2010-05-14,1996-03-17,0,3,2953.0,5172.0,2953.0
SN1996ck-FUV.fits.gz,SN1996ck,FUV,192.146625,-0.7675,1,2004-04-09,2004-04-09,1996-03-17,0,1,2946.0,2946.0,2946.0
SN1996ck-NUV.fits.gz,SN1996ck,NUV,192.146625,-0.7675,2,2004-04-09,2011-03-18,1996-03-17,0,2,2946.0,5479.0,2946.0
SN1996cl-FUV.fits.gz,SN1996cl,FUV,164.246375,-3.626777777777778,57,2005-02-21,2008-04-04,1996-03-18,0,57,3262.0,4400.0,3262.0
SN1996cl-NUV.fits.gz,SN1996cl,NUV,164.246375,-3.626777777777778,60,2005-02-21,2008-04-04,1996-03-18,0,60,3262.0,4400.0,3262.0
SN1996cm-FUV.fits.gz,SN1996cm,FUV,232.546875,5.924166666666667,2,2007-07-03,2007-07-05,1996-03-18,0,2,4124.0,4127.0,4124.0
SN1996cm-NUV.fits.gz,SN1996cm,NUV,232.546875,5.924166666666667,2,2007-07-03,2007-07-05,1996-03-18,0,2,4124.0,4127.0,4124.0
SN1996cn-FUV.fits.gz,SN1996cn,FUV,207.1134166666667,2.462944444444445,2,2004-04-16,2004-06-10,1996-03-18,0,2,2952.0,3007.0,2952.0
SN1996cn-NUV.fits.gz,SN1996cn,NUV,207.1134166666667,2.462944444444445,3,2004-04-16,2004-06-10,1996-03-18,0,3,2952.0,3007.0,2952.0
SN1996I-FUV.fits.gz,SN1996I,FUV,180.1642916666667,-0.2673333333333333,4,2004-03-30,2009-04-21,1996-02-14,0,4,2968.0,4816.0,2968.0
SN1996I-NUV.fits.gz,SN1996I,NUV,180.1642916666667,-0.2673333333333333,4,2004-03-30,2009-04-21,1996-02-14,0,4,2968.0,4816.0,2968.0
SN1996K-FUV.fits.gz,SN1996K,FUV,126.1812083333333,-0.3517222222222222,2,2006-01-31,2006-02-01,1996-02-20,0,2,3633.0,3634.0,3633.0
SN1996K-NUV.fits.gz,SN1996K,NUV,126.1812083333333,-0.3517222222222222,4,2006-01-31,2010-01-09,1996-02-20,0,4,3633.0,5072.0,3633.0
SN1996O-FUV.fits.gz,SN1996O,FUV,241.494375,18.19655555555556,2,2006-07-13,2007-07-11,1996-03-21,0,2,3766.0,4129.0,3766.0
SN1996O-NUV.fits.gz,SN1996O,NUV,241.494375,18.19655555555556,2,2006-07-13,2007-07-11,1996-03-21,0,2,3766.0,4129.0,3766.0
SN1996P-FUV.fits.gz,SN1996P,FUV,208.2192083333333,2.808388888888889,1,2007-05-07,2007-05-07,1996-03-25,0,1,4061.0,4061.0,4061.0
SN1996P-NUV.fits.gz,SN1996P,NUV,208.2192083333333,2.808388888888889,3,2007-05-07,2011-04-24,1996-03-25,0,3,4061.0,5509.0,4061.0
SN1996R-FUV.fits.gz,SN1996R,FUV,169.0431666666667,-0.19425,2,2004-03-31,2004-04-06,1996-03-15,0,2,2938.0,2945.0,2938.0
SN1996R-NUV.fits.gz,SN1996R,NUV,169.0431666666667,-0.19425,2,2004-03-31,2004-04-06,1996-03-15,0,2,2938.0,2945.0,2938.0
SN1996T-FUV.fits.gz,SN1996T,FUV,151.36525,-7.456638888888889,2,2006-03-03,2007-01-31,1996-03-15,0,2,3641.0,3975.0,3641.0
SN1996T-NUV.fits.gz,SN1996T,NUV,151.36525,-7.456638888888889,2,2006-03-03,2007-01-31,1996-03-15,0,2,3641.0,3975.0,3641.0
SN1996U-FUV.fits.gz,SN1996U,FUV,177.639625,10.44594444444444,1,2004-03-28,2004-03-28,1996-03-15,0,1,2935.0,2935.0,2935.0
SN1996U-NUV.fits.gz,SN1996U,NUV,177.639625,10.44594444444444,1,2004-03-28,2004-03-28,1996-03-15,0,1,2935.0,2935.0,2935.0
SN1996V-FUV.fits.gz,SN1996V,FUV,170.380125,2.811222222222222,4,2004-04-08,2008-04-10,1996-03-28,0,4,2933.0,4396.0,2933.0
SN1996V-NUV.fits.gz,SN1996V,NUV,170.380125,2.811222222222222,6,2004-04-08,2010-03-14,1996-03-28,0,6,2933.0,5099.0,2933.0
SN1996X-FUV.fits.gz,SN1996X,FUV,199.5047083333333,-26.84591666666666,3,2007-03-28,2007-05-13,1996-04-12,0,3,4002.0,4048.0,4002.0
SN1996X-NUV.fits.gz,SN1996X,NUV,199.5047083333333,-26.84591666666666,4,2006-04-28,2007-05-13,1996-04-12,0,4,3669.0,4048.0,3669.0
SN1997A-FUV.fits.gz,SN1997A,FUV,67.888125,-61.11933333333334,4,2004-12-14,2008-09-28,1997-01-03,0,4,2902.0,4287.0,2902.0
SN1997A-NUV.fits.gz,SN1997A,NUV,67.888125,-61.11933333333334,4,2004-12-14,2008-09-28,1997-01-03,0,4,2902.0,4287.0,2902.0
SN1997ag-FUV.fits.gz,SN1997ag,FUV,149.7222916666667,-0.3413888888888889,2,2006-02-03,2006-03-21,1997-03-05,0,2,3258.0,3303.0,3258.0
SN1997ag-NUV.fits.gz,SN1997ag,NUV,149.7222916666667,-0.3413888888888889,4,2006-02-03,2012-01-24,1997-03-05,0,4,3258.0,5439.0,3258.0
SN1997ah-FUV.fits.gz,SN1997ah,FUV,150.0121666666667,-0.3918611111111111,2,2006-02-03,2006-03-21,1997-03-05,0,2,3258.0,3303.0,3258.0
SN1997ah-NUV.fits.gz,SN1997ah,NUV,150.0121666666667,-0.3918611111111111,4,2006-02-03,2012-01-24,1997-03-05,0,4,3258.0,5439.0,3258.0
SN1997ai-FUV.fits.gz,SN1997ai,FUV,162.2400416666667,0.5305555555555554,5,2004-03-28,2009-03-05,1997-03-05,0,5,2581.0,4383.0,2581.0
SN1997ai-NUV.fits.gz,SN1997ai,NUV,162.2400416666667,0.5305555555555554,11,2004-03-28,2009-04-04,1997-03-05,0,11,2581.0,4413.0,2581.0
SN1997aj-FUV.fits.gz,SN1997aj,FUV,163.97075,-3.983972222222222,55,2005-02-21,2008-04-04,1997-03-05,0,55,2910.0,4048.0,2910.0
SN1997aj-NUV.fits.gz,SN1997aj,NUV,163.97075,-3.983972222222222,56,2005-02-21,2008-04-04,1997-03-05,0,56,2910.0,4048.0,2910.0
SN1997ak-FUV.fits.gz,SN1997ak,FUV,164.2214583333333,-4.230805555555555,1,2007-01-31,2007-01-31,1997-03-05,0,1,3620.0,3620.0,3620.0
SN1997ak-NUV.fits.gz,SN1997ak,NUV,164.2214583333333,-4.230805555555555,3,2005-04-11,2007-01-31,1997-03-05,0,3,2959.0,3620.0,2959.0
SN1997al-FUV.fits.gz,SN1997al,FUV,164.3762916666667,-3.247138888888889,56,2005-02-21,2008-04-04,1997-03-05,0,56,2910.0,4048.0,2910.0
SN1997al-NUV.fits.gz,SN1997al,NUV,164.3762916666667,-3.247138888888889,57,2005-02-21,2008-04-04,1997-03-05,0,57,2910.0,4048.0,2910.0
SN1997am-FUV.fits.gz,SN1997am,FUV,164.3813333333333,-3.230083333333333,56,2005-02-21,2008-04-04,1997-03-05,0,56,2910.0,4048.0,2910.0
SN1997am-NUV.fits.gz,SN1997am,NUV,164.3813333333333,-3.230083333333333,57,2005-02-21,2008-04-04,1997-03-05,0,57,2910.0,4048.0,2910.0
SN1997ap-FUV.fits.gz,SN1997ap,FUV,206.79125,2.399305555555555,2,2004-04-16,2004-06-10,1997-03-05,0,2,2600.0,2655.0,2600.0
SN1997ap-NUV.fits.gz,SN1997ap,NUV,206.79125,2.399305555555555,4,2004-04-16,2010-05-14,1997-03-05,0,4,2600.0,4819.0,2600.0
SN1997as-FUV.fits.gz,SN1997as,FUV,126.0394166666667,-0.8022777777777779,2,2006-01-31,2006-02-01,1997-03-08,0,2,3251.0,3252.0,3251.0
SN1997as-NUV.fits.gz,SN1997as,NUV,126.0394166666667,-0.8022777777777779,4,2006-01-31,2010-01-09,1997-03-08,0,4,3251.0,4690.0,3251.0
SN1997bb-NUV.fits.gz,SN1997bb,NUV,187.253,0.1531388888888889,2,2011-04-01,2011-04-01,1997-03-08,0,2,5137.0,5138.0,5137.0
SN1997bd-FUV.fits.gz,SN1997bd,FUV,190.1197916666667,-0.09494444444444444,2,2004-04-09,2007-03-29,1997-03-08,0,2,2590.0,3673.0,2590.0
SN1997bd-NUV.fits.gz,SN1997bd,NUV,190.1197916666667,-0.09494444444444444,5,2004-04-09,2011-03-23,1997-03-08,0,5,2590.0,5129.0,2590.0
SN1997bh-FUV.fits.gz,SN1997bh,FUV,206.149875,-0.3303611111111111,1,2007-04-07,2007-04-07,1997-03-08,0,1,3682.0,3682.0,3682.0
SN1997bh-NUV.fits.gz,SN1997bh,NUV,206.149875,-0.3303611111111111,4,2004-05-11,2007-04-07,1997-03-08,0,4,2622.0,3682.0,2622.0
SN1997bj-FUV.fits.gz,SN1997bj,FUV,160.6110416666667,0.0265,2,2007-02-25,2007-04-03,1997-03-09,0,2,3641.0,3678.0,3641.0
SN1997bj-NUV.fits.gz,SN1997bj,NUV,160.6110416666667,0.0265,6,2005-03-18,2007-04-03,1997-03-09,0,6,2931.0,3678.0,2931.0
SN1997bl-FUV.fits.gz,SN1997bl,FUV,190.0875,-11.74416666666667,3,2004-04-02,2007-03-29,1997-03-07,0,3,2583.0,3675.0,2583.0
SN1997bl-NUV.fits.gz,SN1997bl,NUV,190.0875,-11.74416666666667,4,2004-04-02,2007-03-29,1997-03-07,0,4,2583.0,3675.0,2583.0
SN1997bp-FUV.fits.gz,SN1997bp,FUV,191.7239583333333,-11.64255555555556,1,2007-03-29,2007-03-29,1997-04-06,0,1,3645.0,3645.0,3645.0
